pl_name,pl_eqt,pl_insol,st_teff,st_rad,habitable
Kepler-1156 b,469.0,15.632,3750.0,0.51,0
Kepler-1157 b,329.0,3.802,3750.0,0.51,1
Kepler-1158 b,823.0,124.961,4861.0,0.725,0
Kepler-1159 b,687.0,60.642,4861.0,0.725,0
Kepler-116 b,1642.0,330.74057200000004,5751.0,1.43,0
Kepler-116 c,1146.0,592.298,5751.0,1.43,0
Kepler-1160 b,888.0,213.48,5751.0,1.43,0
Kepler-1161 b,731.0,98.461,5800.0,0.96,0
Kepler-1162 b,568.0,35.869,5800.0,0.96,0
Kepler-1162 c,616.0,34.746,4914.0,0.763,0
Kepler-1163 b,366.0,4.315,4914.0,0.763,1
Kepler-1164 b,1050.0,252.246,6028.0,1.099,0
Kepler-1165 b,915.0,144.827,6028.0,1.099,0
Kepler-1165 c,1305.0,601.895,5897.0,1.289,0
Kepler-1166 b,792.0,81.506,5897.0,1.289,0
Kepler-1167 b,864.0,142.736,4985.0,0.739,0
Kepler-1168 b,696.0,59.838,4985.0,0.739,0
Kepler-1169 b,562.0,23.6,4699.0,0.668,0
Kepler-117 b,397.0,5.88,4699.0,0.668,0
Kepler-117 c,742.0,43.768,5020.0,0.85,0
Kepler-1170 b,613.0,20.498,5020.0,0.85,0
Kepler-1171 b,850.0,115.505,5228.0,0.842,0
Kepler-1172 b,559.0,21.72,5228.0,0.842,0
Kepler-1173 b,1038.0,242.471,5554.0,0.803,0
Kepler-1174 b,791.0,81.574,5554.0,0.803,0
Kepler-1175 b,622.0,31.267,5554.0,0.803,0
Kepler-1176 b,753.0,77.749,5100.0,0.795,0
Kepler-1177 b,568.0,25.152,5100.0,0.795,0
Kepler-1178 b,445.0,9.492,5100.0,0.795,0
Kepler-1179 b,998.0,240.151,5174.0,0.8,0
Kepler-118 b,896.0,141.613,5206.0,0.831,0
Kepler-118 c,667.0,43.208,5206.0,0.831,0
Kepler-1180 b,970.0,216.111,5100.0,0.768,0
Kepler-1181 b,686.0,53.899,5100.0,0.768,0
Kepler-1181 c,530.0,19.21,5100.0,0.768,0
Kepler-1182 b,819.0,79.311,5190.0,0.831,0
Kepler-1183 b,598.0,22.459,5190.0,0.831,0
Kepler-1184 b,554.0,24.26,4394.8,0.482,0
Kepler-1185 b,429.0,12.529,4061.72,0.482,0
Kepler-1186 b,332.0,4.474,4547.2,0.482,1
Kepler-1187 b,1185.0,542.96,6354.0,1.316,0
Kepler-1188 b,934.0,210.172,6354.0,1.316,0
Kepler-1189 b,938.0,148.103,5160.0,0.805,0
Kepler-119 b,782.0,71.499,5160.0,0.805,0
Kepler-119 c,579.0,21.463,5160.0,0.805,0
Kepler-1190 b,990.0,203.169,5526.0,0.89,0
Kepler-1191 b,655.0,38.953,5526.0,0.89,0
Kepler-1192 b,536.0,17.477,5526.0,0.89,0
Kepler-1193 b,360.0,3.548,5526.0,0.89,1
Kepler-1194 b,587.0,39.264,4208.0,0.549,0
Kepler-1195 b,499.0,20.507,4208.0,0.549,0
Kepler-1196 b,949.0,194.346,5208.0,0.786,0
Kepler-1197 b,680.0,51.273,5208.0,0.786,0
Kepler-1198 b,563.0,24.084,5208.0,0.786,0
Kepler-1199 b,1013.0,184.341,5957.0,0.91,0
Kepler-12 b,787.0,67.225,5957.0,0.91,0
Kepler-120 b,686.0,38.844,5957.0,0.91,0
Kepler-120 c,971.0,174.395,5573.0,0.933,0
Kepler-1200 b,807.0,83.264,5573.0,0.933,0
Kepler-1201 b,1710.0,130.58787999999998,5431.0,0.86,0
Kepler-1202 b,1681.0,274.040744,5551.0,1.301,0
Kepler-1203 b,1315.0,457.066,5551.0,1.301,0
Kepler-1204 b,1097.0,221.1,5551.0,1.301,0
Kepler-1205 b,897.0,98.9,5551.0,1.301,0
Kepler-1206 b,1237.0,343.6,5180.0,1.037,0
Kepler-1207 b,881.0,88.6,5180.0,1.037,0
Kepler-1208 b,567.0,15.2,5180.0,1.037,0
Kepler-1209 b,642.0,27.791,4942.0,0.915,0
Kepler-121 b,470.0,7.985,4942.0,0.915,0
Kepler-121 c,879.0,113.451,5938.0,0.898,0
Kepler-1210 b,530.0,15.054,5938.0,0.898,0
Kepler-1211 b,431.0,7.6,3914.0,0.512,0
Kepler-1212 b,385.0,4.82,3914.0,0.512,0
Kepler-1213 b,652.0,31.79,4486.0,0.571,0
Kepler-1214 b,276.0,1.753,4486.0,0.571,1
Kepler-1215 b,782.0,132.134,5250.0,0.862,0
Kepler-1216 b,372.0,6.775,5250.0,0.862,1
Kepler-1217 b,672.0,45.779,5098.0,0.794,0
Kepler-1218 b,505.0,14.512,5098.0,0.794,0
Kepler-1219 b,734.0,50.169,5841.0,0.881,0
Kepler-122 b,618.0,25.26,5841.0,0.881,0
Kepler-122 c,548.0,24.308,5265.0,0.785,0
Kepler-122 d,386.0,5.994,5265.0,0.785,0
Kepler-122 e,772.0,79.478,6158.0,1.55,0
Kepler-122 f,511.0,15.347,6158.0,1.55,0
Kepler-1220 b,1022.0,220.328,5835.0,1.103,0
Kepler-1221 b,755.0,65.359,5835.0,1.103,0
Kepler-1222 b,554.0,18.941,5835.0,1.103,0
Kepler-1223 b,476.0,10.354,5835.0,1.103,0
Kepler-1224 b,1066.0,230.403,5885.0,1.028,0
Kepler-1225 b,421.0,5.592,5885.0,1.028,0
Kepler-1226 b,615.0,45.843,4258.0,0.555,0
Kepler-1227 b,484.0,17.583,4258.0,0.555,0
Kepler-1228 b,301.0,2.647,4258.0,0.555,1
Kepler-1229 b,695.0,64.933,6081.0,1.274,0
Kepler-123 b,471.0,13.662,6081.0,1.274,0
Kepler-123 c,1007.0,604.9,5847.0,0.959,0
Kepler-1230 b,875.0,342.6,5847.0,0.959,0
Kepler-1231 b,610.0,28.681,5400.0,0.59,0
Kepler-1232 b,481.0,11.067,5400.0,0.59,0
Kepler-1233 b,810.0,88.2,5251.0,0.817,0
Kepler-1234 b,984.0,178.362,6067.0,1.461,0
Kepler-1235 b,756.0,62.241,6067.0,1.461,0
Kepler-1236 b,759.0,75.957,5555.0,0.87,0
Kepler-1237 b,850.0,119.631,5555.0,0.87,0
Kepler-1238 b,954.0,189.343,5555.0,0.87,0
Kepler-1239 b,1200.0,801.741,5297.0,0.929,0
Kepler-124 b,947.0,310.76,5297.0,0.929,0
Kepler-124 c,777.0,141.135,5297.0,0.929,0
Kepler-124 d,1209.0,285.636,5626.0,0.815,0
Kepler-1240 b,865.0,74.887,5626.0,0.815,0
Kepler-1241 b,961.0,147.812,6023.0,1.007,0
Kepler-1242 b,678.0,36.518,6023.0,1.007,0
Kepler-1243 b,1015.0,266.3,6165.0,1.383,0
Kepler-1244 b,875.0,146.5,6165.0,1.383,0
Kepler-1245 b,671.0,50.7,6165.0,1.383,0
Kepler-1245 c,739.0,58.586,6105.0,1.046,0
Kepler-1246 b,563.0,19.793,5693.0,1.03,0
Kepler-1247 b,489.0,11.274,5693.0,1.03,0
Kepler-1248 b,964.0,198.245,5946.0,1.69,0
Kepler-1249 b,778.0,83.898,5946.0,1.69,0
Kepler-125 b,586.0,110.0,4965.0,0.58426,0
Kepler-125 c,492.0,54.3,4965.0,0.4382,0
Kepler-1250 b,1104.0,249.021,6363.0,1.746,0
Kepler-1251 b,774.0,60.157,6689.45,1.07,0
Kepler-1252 b,574.0,35.739,6689.45,1.07,0
Kepler-1253 b,552.0,21.96,6689.45,1.43,0
Kepler-1254 b,585.0,62.577,4499.3,0.664,0
Kepler-1254 c,509.0,35.898,4499.3,0.664,0
Kepler-1254 d,1425.0,821.894,5744.0,0.886,0
Kepler-1255 b,1088.0,279.085,5744.0,0.886,0
Kepler-1256 b,694.0,118.246,5723.0,0.899,0
Kepler-1257 b,513.0,35.203,5723.0,0.899,0
Kepler-1258 b,321.0,2.51,5717.0,0.884,1
Kepler-1259 b,817.0,195.935,5602.0,0.904,0
Kepler-126 b,717.0,116.117,5602.0,0.904,0
Kepler-126 c,588.0,52.348,5656.0,0.89,0
Kepler-126 d,484.0,24.114,5656.0,0.89,0
Kepler-1260 b,488.0,16.26,4351.0,0.566,0
Kepler-1261 b,240.0,0.949,4351.0,0.566,0
Kepler-1262 b,686.0,38.366,5615.0,0.814,0
Kepler-1263 b,478.0,9.042,5615.0,0.814,0
Kepler-1264 b,1131.0,428.407,5411.0,0.808,0
Kepler-1265 b,851.0,137.068,5411.0,0.808,0
Kepler-1266 b,1367.0,850.1,5580.0,0.863,0
Kepler-1266 c,1098.0,353.0,5580.0,0.863,0
Kepler-1267 b,919.0,173.9,5580.0,0.863,0
Kepler-1268 b,539.0,20.6,5580.0,0.863,0
Kepler-1269 b,667.0,35.75,5806.0,1.032,0
Kepler-127 b,513.0,12.457,5806.0,1.032,0
Kepler-127 c,1197.0,247.301,5918.0,1.091,0
Kepler-127 d,815.0,53.148,5918.0,1.091,0
Kepler-1270 b,570.0,12.659,5918.0,1.091,0
Kepler-1271 b,607.0,27.371,5990.0,1.0,0
Kepler-1272 b,394.0,4.882,5990.0,1.0,0
Kepler-1273 b,286.0,1.58,5990.0,0.985,1
Kepler-1274 b,777.0,55.9,5378.0,0.732,0
Kepler-1275 b,715.0,34.4,5378.0,0.732,0
Kepler-1276 b,594.0,22.637,5147.0,0.743,0
Kepler-1277 b,437.0,6.596,5147.0,0.743,0
Kepler-1278 b,1589.0,401.858792,5142.0,0.755,0
Kepler-1279 b,1212.0,627.374,6002.0,1.016,0
Kepler-128 b,1035.0,332.737,6002.0,1.016,0
Kepler-128 c,1130.0,394.301,5299.0,0.826,0
Kepler-1280 b,1001.0,242.416,5299.0,0.826,0
Kepler-1281 b,808.0,103.005,5299.0,0.826,0
Kepler-1282 b,678.0,50.924,5299.0,0.826,0
Kepler-1283 b,563.0,24.325,5299.0,0.826,0
Kepler-1284 b,657.0,28.944,5804.0,0.957,0
Kepler-1285 b,466.0,7.287,5804.0,0.957,0
Kepler-1286 b,1087.0,329.801,5913.0,0.976,0
Kepler-1287 b,895.0,151.491,5913.0,0.976,0
Kepler-1288 b,741.0,287.5,5603.0,0.898,0
Kepler-1289 b,621.0,141.4,5603.0,0.898,0
Kepler-129 b,533.0,104.962,5603.0,0.898,0
Kepler-129 c,495.0,6.5,3740.0,0.48,0
Kepler-129 d,606.0,14.8,3740.0,0.48,0
Kepler-1290 b,403.0,2.9,3740.0,0.48,0
Kepler-1291 b,337.0,1.41,3740.0,0.48,1
Kepler-1292 b,274.0,0.62,3740.0,0.48,1
Kepler-1293 b,509.0,16.464,5619.0,0.915,0
Kepler-1294 b,409.0,6.86,5619.0,0.915,0
Kepler-1295 b,325.0,2.62,5618.0,0.897,1
Kepler-1296 b,540.0,24.707,4465.0,0.582,0
Kepler-1297 b,416.0,8.696,4465.0,0.582,0
Kepler-1298 b,277.0,1.715,4465.0,0.582,1
Kepler-1299 b,1258.0,622.067,5617.0,1.032,0
Kepler-130 b,946.0,198.554,5617.0,1.032,0
Kepler-130 c,729.0,69.96,5617.0,1.032,0
Kepler-130 d,534.0,20.174,5617.0,1.032,0
Kepler-1300 b,524.0,16.379,5498.0,0.95,0
Kepler-1301 b,411.0,6.217,5498.0,0.95,0
Kepler-1302 b,308.0,1.962,5498.0,0.95,1
Kepler-1303 b,812.0,265.186,5986.0,0.9,0
Kepler-1304 b,516.0,43.248,5986.0,0.9,0
Kepler-1305 b,1278.0,665.437,5815.0,0.9,0
Kepler-1306 b,989.0,238.481,5815.0,0.9,0
Kepler-1307 b,725.0,68.931,5815.0,0.9,0
Kepler-1308 b,634.0,31.247,5740.0,1.22,0
Kepler-1309 b,392.0,4.585,5740.0,1.22,0
Kepler-131 b,802.0,145.436,3944.0,0.485,0
Kepler-131 c,521.0,25.851,3944.0,0.485,0
Kepler-1310 b,875.0,139.146,4731.0,0.687,0
Kepler-1311 b,746.0,73.598,4731.0,0.687,0
Kepler-1311 c,611.0,33.16,4731.0,0.687,0
Kepler-1311 d,1137.0,397.254,4817.0,0.73,0
Kepler-1312 b,836.0,112.914,5080.0,0.8,0
Kepler-1312 c,728.0,65.1,5080.0,0.8,0
Kepler-1313 b,576.0,25.523,5090.0,0.792,0
Kepler-1314 b,1000.0,220.4,4974.0,0.827279,0
Kepler-1315 b,830.0,127.255,4954.0,0.719,0
Kepler-1315 c,716.0,70.449,4954.0,0.719,0
Kepler-1316 b,535.0,21.983,4954.0,0.719,0
Kepler-1317 b,390.0,6.185,4954.0,0.719,0
Kepler-1318 b,797.0,59.7,5367.0,0.814,0
Kepler-1319 b,739.0,44.0,5367.0,0.814,0
Kepler-132 b,833.0,108.64,5895.0,0.941,0
Kepler-132 c,714.0,58.679,5895.0,0.941,0
Kepler-132 d,531.0,99.493,4713.0,0.721,0
Kepler-132 e,204.0,2.142,4713.0,0.721,0
Kepler-1320 b,781.0,91.474,6340.0,1.22,0
Kepler-1321 b,615.0,35.254,6340.0,1.22,0
Kepler-1321 c,484.0,11.8,6340.0,1.22,0
Kepler-1321 d,665.0,45.97,5797.0,0.876,0
Kepler-1322 b,417.0,7.109,5797.0,0.876,0
Kepler-1322 c,353.0,3.664,5797.0,0.876,1
Kepler-1323 b,960.0,201.362,5905.0,1.188,0
Kepler-1324 b,744.0,72.456,5905.0,1.188,0
Kepler-1325 b,327.0,2.71,5903.0,1.156,1
Kepler-1326 b,1685.0,368.439552,6115.0,1.467,0
Kepler-1327 b,754.0,165.824,6115.0,1.467,0
Kepler-1328 b,883.0,142.4,5727.0,1.536,0
Kepler-1329 b,683.0,51.1,5727.0,1.536,0
Kepler-133 b,1195.0,488.674,5378.0,0.95,0
Kepler-133 c,890.0,149.977,5378.0,0.95,0
Kepler-1330 b,409.0,6.674,5796.0,1.037,0
Kepler-1331 b,291.0,1.722,5796.0,1.037,1
Kepler-1332 b,837.0,164.776,4204.0,0.52,0
Kepler-1333 b,577.0,37.377,4204.0,0.52,0
Kepler-1334 b,976.0,151.652,5497.0,0.941,0
Kepler-1335 b,837.0,81.761,5497.0,0.941,0
Kepler-1336 b,1039.0,333.149,5746.0,1.189,0
Kepler-1336 c,762.0,96.513,5746.0,1.189,0
Kepler-1337 b,1023.0,253.665,5526.0,0.903,0
Kepler-1338 b,876.0,136.343,5526.0,0.903,0
Kepler-1339 b,528.0,17.962,5526.0,0.903,0
Kepler-134 b,514.0,22.025,3900.0,0.53,0
Kepler-134 c,451.0,10.68,3900.0,0.53,0
Kepler-1340 b,328.0,3.631,3900.0,0.53,1
Kepler-1341 b,652.0,56.649,3900.0,0.53,0
Kepler-1342 b,1026.0,349.645,3900.0,0.53,0
Kepler-1343 b,1292.0,280.559,6435.0,1.108,0
Kepler-1344 b,1002.0,101.619,6435.0,1.108,0
Kepler-1345 b,1042.0,296.155,5740.0,1.194,0
Kepler-1346 b,752.0,80.103,5740.0,1.194,0
Kepler-1347 b,1373.0,735.179,5388.0,0.89,0
Kepler-1348 b,996.0,203.406,5388.0,0.89,0
Kepler-1349 b,1838.0,297.6506,6004.0,1.12,0
Kepler-135 b,1431.0,700.0,6004.0,1.12,0
Kepler-135 c,935.0,194.34,5194.0,0.84,0
Kepler-1350 b,410.0,7.233,5194.0,0.84,0
Kepler-1350 c,635.0,38.9,5191.0,0.826,0
Kepler-1351 b,1017.0,210.554,5752.0,1.003,0
Kepler-1352 b,721.0,53.044,5752.0,1.003,0
Kepler-1353 b,498.0,12.083,5752.0,1.003,0
Kepler-1354 b,1127.0,783.449,5105.0,0.801,0
Kepler-1355 b,889.0,303.62,5105.0,0.801,0
Kepler-1356 b,781.0,180.644,5105.0,0.801,0
Kepler-1357 b,682.0,73.056,3799.0,0.492,0
Kepler-1358 b,537.0,28.272,3799.0,0.492,0
Kepler-1359 b,387.0,7.59,3799.0,0.492,0
Kepler-136 b,602.0,57.079,6064.0,1.06,0
Kepler-136 c,475.0,22.025,6064.0,1.06,0
Kepler-1360 b,547.0,40.689,4257.0,0.523,0
Kepler-1361 b,402.0,11.869,4257.0,0.523,0
Kepler-1362 b,1336.0,744.011,5904.0,1.17042,0
Kepler-1363 b,1009.0,241.759,5904.0,1.17042,0
Kepler-1364 b,853.0,123.691,5904.0,1.0542000000000002,0
Kepler-1365 b,752.0,74.72,5904.0,1.1958,0
Kepler-1365 c,691.0,53.183,5904.0,0.7114,0
Kepler-1366 b,714.0,66.578,5117.0,0.722,0
Kepler-1367 b,573.0,27.676,5117.0,0.722,0
Kepler-1368 b,540.0,35.984,4347.0,0.492,0
Kepler-1369 b,425.0,13.888,4347.0,0.492,0
Kepler-137 b,346.0,6.065,4347.0,0.492,1
Kepler-137 c,703.0,53.712,4955.0,0.72,0
Kepler-1370 b,550.0,19.986,4955.0,0.72,0
Kepler-1370 c,427.0,7.253,4955.0,0.72,0
Kepler-1371 b,480.0,16.819,4259.0,0.534,0
Kepler-1371 c,386.0,7.049,4259.0,0.534,0
Kepler-1372 b,1090.0,300.982,5828.0,1.068,0
Kepler-1373 b,822.0,97.21,5828.0,1.068,0
Kepler-1374 b,656.0,39.475,5828.0,1.068,0
Kepler-1375 b,1290.0,721.124,5877.0,1.3054,0
Kepler-1376 b,592.0,32.035,5877.0,0.7971320000000001,0
Kepler-1377 b,1625.0,216.68154400000003,5867.0,1.304,0
Kepler-1378 b,967.0,206.91,5867.0,1.304,0
Kepler-1379 b,749.0,74.36,5867.0,1.304,0
Kepler-138 b,1458.0,238.1232,5684.0,1.761,0
Kepler-138 c,1017.0,376.21,5684.0,1.761,0
Kepler-138 d,1005.0,256.606,5923.0,1.735,0
Kepler-138 e,831.0,119.648,5923.0,1.735,0
Kepler-1380 b,680.0,53.556,5923.0,1.735,0
Kepler-1381 b,1143.0,428.524,5999.0,1.735,0
Kepler-1382 b,1023.0,159.945,5631.0,0.802,0
Kepler-1383 b,914.0,101.841,5631.0,0.802,0
Kepler-1384 b,796.0,58.651,5631.0,0.802,0
Kepler-1385 b,1092.0,274.318,6620.0,1.0358800000000001,0
Kepler-1386 b,946.0,154.653,6620.0,1.502734,0
Kepler-1387 b,1085.0,422.097,6012.0,1.024,0
Kepler-1388 b,940.0,237.43,6012.0,1.024,0
Kepler-1388 c,622.0,45.423,6012.0,1.024,0
Kepler-1388 d,539.0,25.667,6012.0,1.024,0
Kepler-1388 e,905.0,160.261,6175.0,1.472,0
Kepler-1389 b,754.0,77.29,6175.0,1.472,0
Kepler-139 b,658.0,44.828,6175.0,1.472,0
Kepler-139 c,1897.0,420.783256,6366.0,1.34,0
Kepler-139 d,1024.0,206.072,5807.0,1.433,0
Kepler-139 e,746.0,57.932,5807.0,1.433,0
Kepler-139 f,643.0,27.327,5774.0,0.976,0
Kepler-1390 b,360.0,2.673,5774.0,0.976,1
Kepler-1391 b,622.0,35.37,4504.0,0.623,0
Kepler-1392 b,575.0,25.83,4504.0,0.623,0
Kepler-1393 b,1008.0,134.357,6033.0,1.021,0
Kepler-1394 b,654.0,23.812,6033.0,1.021,0
Kepler-1395 b,908.0,180.549,6088.0,1.005,0
Kepler-1396 b,705.0,65.707,6088.0,1.005,0
Kepler-1397 b,482.0,12.75,5592.0,1.451,0
Kepler-1398 b,1196.0,438.942,6177.0,1.359,0
Kepler-1398 c,888.0,133.259,6177.0,1.359,0
Kepler-1399 b,972.0,248.274,5956.0,0.927,0
Kepler-14 b,763.0,94.491,5956.0,0.927,0
Kepler-140 b,1037.0,257.721,6186.0,1.534,0
Kepler-140 c,888.0,138.415,6492.3,1.25,0
Kepler-1400 b,782.0,83.237,6492.3,1.25,0
Kepler-1401 b,498.0,11.983,5643.0,0.854,0
Kepler-1402 b,431.0,6.712,5643.0,0.854,0
Kepler-1403 b,318.0,1.989,5225.0,0.78,1
Kepler-1404 b,694.0,50.389,5212.0,0.781,0
Kepler-1405 b,591.0,26.373,5212.0,0.781,0
Kepler-1406 b,788.0,81.3,5208.0,0.772,0
Kepler-1407 b,534.0,27.189,3903.0,0.504,0
Kepler-1408 b,472.0,16.561,3903.0,0.504,0
Kepler-1409 b,741.0,64.845,4648.0,0.674,0
Kepler-141 b,508.0,14.404,4648.0,0.674,0
Kepler-141 c,451.0,8.949,4648.0,0.674,0
Kepler-1410 b,840.0,154.803,6184.0,1.066,0
Kepler-1411 b,633.0,49.973,6184.0,1.066,0
Kepler-1412 b,1294.0,844.979,6133.0,1.335,0
Kepler-1413 b,913.0,209.368,6133.0,1.335,0
Kepler-1414 b,793.0,69.57,5036.0,0.834,0
Kepler-1415 b,576.0,19.404,5036.0,0.834,0
Kepler-1416 b,402.0,4.619,5036.0,0.834,0
Kepler-1417 b,554.0,21.805,5908.0,0.954,0
Kepler-1418 b,411.0,6.599,5908.0,0.954,0
Kepler-1419 b,671.0,23.9,6248.0,1.086,0
Kepler-142 b,512.0,8.1,6248.0,1.086,0
Kepler-142 c,464.0,5.5,6248.0,1.086,0
Kepler-142 d,978.0,247.0,5979.0,1.634,0
Kepler-1420 b,928.0,191.0,5979.0,1.634,0
Kepler-1421 b,1116.0,415.434,6053.0,1.058,0
Kepler-1422 b,860.0,146.5,6053.0,1.058,0
Kepler-1423 b,1060.0,411.905,6169.0,1.343,0
Kepler-1424 b,568.0,33.948,6169.0,1.343,0
Kepler-1425 b,838.0,207.336,5788.0,0.722,0
Kepler-1426 b,543.0,36.667,5788.0,0.722,0
Kepler-1427 b,1347.0,418.16591200000005,5593.0,1.485,0
Kepler-1428 b,1054.0,376.29,5593.0,1.485,0
Kepler-1429 b,905.0,203.761,5593.0,1.485,0
Kepler-143 b,753.0,68.71,6108.0,1.284,0
Kepler-143 c,568.0,22.234,6108.0,1.284,0
Kepler-1430 b,865.0,132.15,6012.0,1.048,0
Kepler-1431 b,729.0,66.87,6012.0,1.048,0
Kepler-1432 b,1326.0,355.80411200000003,6209.0,1.048,0
Kepler-1433 b,848.0,286.6,6209.0,1.048,0
Kepler-1434 b,401.0,5.985,4710.0,0.695,0
Kepler-1435 b,357.0,3.761,4710.0,0.695,1
Kepler-1436 b,800.0,107.58,5502.0,0.8629192,0
Kepler-1437 b,575.0,28.681,5502.0,0.5338,0
Kepler-1438 b,687.0,40.295,4549.2,0.471,0
Kepler-1439 b,391.0,4.21,4155.4,0.471,0
Kepler-144 b,718.0,44.5,5357.0,0.789,0
Kepler-144 c,615.0,23.9,5357.0,0.789,0
Kepler-1440 b,499.0,10.39,5357.0,0.789,0
Kepler-1441 b,401.0,6.4794,5288.0,0.772,0
Kepler-1442 b,1040.0,361.514,5852.0,0.9,0
Kepler-1443 b,647.0,54.197,5852.0,0.9,0
Kepler-1444 b,554.0,41.737,5666.0,0.992,0
Kepler-1445 b,443.0,17.063,5666.0,0.992,0
Kepler-1446 b,1081.0,384.627,6509.0,1.137,0
Kepler-1447 b,755.0,91.881,6509.0,1.137,0
Kepler-1448 b,660.0,53.471,6509.0,1.137,0
Kepler-1449 b,1054.0,453.872,5787.0,0.845,0
Kepler-145 b,729.0,103.756,5787.0,0.845,0
Kepler-145 c,1761.0,298.753712,5977.0,0.911,0
Kepler-1450 b,1467.0,298.753712,5977.0,0.911,0
Kepler-1451 b,1272.0,548.099,5977.0,0.911,0
Kepler-1452 b,851.0,64.444,5826.0,0.837,0
Kepler-1453 b,720.0,33.152,5826.0,0.837,0
Kepler-1454 b,1242.0,689.912,5900.0,1.175,0
Kepler-1455 b,873.0,168.29,5900.0,1.175,0
Kepler-1456 b,875.0,139.112,5949.0,1.224,0
Kepler-1457 b,677.0,49.855,5949.0,1.224,0
Kepler-1458 b,503.0,17.819,4661.0,0.671,0
Kepler-1459 b,414.0,8.166,4661.0,0.671,0
Kepler-146 b,775.0,90.346,6054.0,1.306,0
Kepler-146 c,530.0,19.793,6054.0,1.306,0
Kepler-1460 b,475.0,11.8966,5623.0,1.752,0
Kepler-1461 b,1317.0,808.093,6045.0,1.224,0
Kepler-1462 b,1056.0,333.565,6045.0,1.224,0
Kepler-1463 b,1576.0,716.085,6152.0,1.568,0
Kepler-1464 b,1180.0,225.331,6152.0,1.568,0
Kepler-1464 c,1387.0,436.7,6197.0,1.4140000000000001,0
Kepler-1465 b,1166.0,381.465,5600.0,0.945,0
Kepler-1466 b,882.0,124.743,5600.0,0.945,0
Kepler-1467 b,545.0,20.91,4710.0,0.672,0
Kepler-1468 b,406.0,6.44,4710.0,0.672,0
Kepler-1468 c,670.0,101.549,5577.0,0.882,0
Kepler-1468 d,531.0,40.099,5577.0,0.882,0
Kepler-1469 b,951.0,143.919,6326.0,1.126,0
Kepler-147 b,829.0,83.155,6326.0,1.126,0
Kepler-147 c,535.0,15.0,5829.0,1.157,0
Kepler-1470 b,651.0,43.262,5178.0,0.767,0
Kepler-1471 b,513.0,16.657,5178.0,0.767,0
Kepler-1471 c,994.0,304.081,5774.0,1.046,0
Kepler-1472 b,826.0,144.963,5774.0,1.046,0
Kepler-1473 b,830.0,112.21,4498.0,0.586,0
Kepler-1474 b,515.0,16.64,4498.0,0.586,0
Kepler-1475 b,1047.0,167.058,5376.0,0.792,0
Kepler-1476 b,636.0,22.735,5376.0,0.792,0
Kepler-1477 b,897.0,90.22,6350.0,1.4,0
Kepler-1478 b,786.0,99.972,5166.0,0.776,0
Kepler-1479 b,630.0,41.351,5166.0,0.776,0
Kepler-148 b,930.0,690.0,5038.0,0.7753,0
Kepler-148 c,662.0,179.0,5038.0,0.646574,0
Kepler-148 d,1125.0,450.654,5938.0,1.129,0
Kepler-1480 b,901.0,185.098,5938.0,1.129,0
Kepler-1481 b,1052.0,429.813,6189.0,1.382,0
Kepler-1482 b,901.0,231.213,6189.0,1.382,0
Kepler-1483 b,1035.0,164.78,6402.0,1.132,0
Kepler-1484 b,901.0,94.528,6402.0,1.132,0
Kepler-1485 b,1165.0,302.0,6398.0,1.101,0
Kepler-1486 b,576.0,17.8,4262.0,0.556,0
Kepler-1487 b,341.0,2.11,4262.0,0.556,1
Kepler-1487 c,496.0,13.731,5656.0,1.06,0
Kepler-1488 b,390.0,5.244,5656.0,1.06,0
Kepler-1488 c,539.0,20.01,5307.0,0.767,0
Kepler-1489 b,295.0,1.8,5307.0,0.767,1
Kepler-1489 c,755.0,81.287,4493.0,0.613,0
Kepler-149 b,536.0,20.556,4493.0,0.613,0
Kepler-149 c,636.0,40.831,4557.0,0.67,0
Kepler-149 d,773.0,35.63,5502.0,0.68,0
Kepler-1490 b,630.0,15.69,5502.0,0.68,0
Kepler-1491 b,486.0,5.57,5502.0,0.68,0
Kepler-1491 c,1650.0,310.403512,5857.0,1.487,0
Kepler-1492 b,1620.0,163.090896,6510.0,1.2782,0
Kepler-1493 b,939.0,183.39,5886.0,1.145,0
Kepler-1494 b,755.0,76.86,5886.0,1.145,0
Kepler-1495 b,889.0,254.25,6117.0,1.333,0
Kepler-1496 b,598.0,51.996,6117.0,1.333,0
Kepler-1497 b,380.0,8.485,6184.0,1.29,0
Kepler-1498 b,1311.0,619.844,6090.0,1.264,0
Kepler-1499 b,1140.0,353.973,6090.0,1.264,0
Kepler-15 b,1006.0,214.277,6090.0,1.264,0
Kepler-150 b,931.0,157.481,6090.0,1.264,0
Kepler-150 c,1194.0,689.457,6090.0,1.329,0
Kepler-150 d,604.0,45.154,6090.0,1.329,0
Kepler-150 e,958.0,285.295,6209.0,1.45,0
Kepler-150 f,730.0,44.534,5654.0,0.884,0
Kepler-1500 b,678.0,33.153,5654.0,0.884,0
Kepler-1501 b,785.0,55.623,5818.0,0.893,0
Kepler-1502 b,557.0,14.086,5818.0,0.893,0
Kepler-1503 b,1302.0,826.933,5538.0,1.07,0
Kepler-1504 b,1050.0,349.769,5538.0,1.07,0
Kepler-1505 b,1983.0,290.728648,5487.0,1.04,0
Kepler-1506 b,1561.0,258.612372,6104.0,1.23,0
Kepler-1507 b,438.0,6.15,5421.0,0.897,0
Kepler-1508 b,1790.0,269.865108,5750.0,1.29,0
Kepler-1509 b,866.0,159.5,6273.0,1.352,0
